Stride;Time (mm:ss);Duration;Strike power;Gait;Speed;Max. height;Length;Hand;Lateral balance;Longitudinal balance;Energy;BPM
3169;1652.53;810 ms;0.4 G;canter;67 m/min;3 cm;0.9 m;S;-0.5 º (L);-4.6 º (F);6;
3170;1652.84;310 ms;1.1 G;canter;92 m/min;3 cm;0.47 m;L;-4.9 º (L);5.6 º (B);132.34;
3171;1653.45;610 ms;1 G;canter;77 m/min;7 cm;0.79 m;S;-1.8 º (L);6.1 º (B);595.62;
3172;1653.8;350 ms;1.1 G;canter;146 m/min;5 cm;0.85 m;R;7.5 º (R);1.4 º (B);245.49;
3173;1654.37;570 ms;1.7 G;canter;206 m/min;9 cm;1.96 m;R;17 º (R);-4.2 º (F);625.28;
3174;1654.79;420 ms;1.3 G;canter;281 m/min;6 cm;1.97 m;R;11.1 º (R);-1.7 º (F);536.19;
3175;1655.27;480 ms;1.7 G;canter;344 m/min;5 cm;2.75 m;R;6.7 º (R);-0.9 º (F);733.38;
3176;1655.89;620 ms;2.2 G;canter;435 m/min;5 cm;4.5 m;R;6 º (R);-1.6 º (F);1205.39;
3177;1656.37;480 ms;2.8 G;canter;500 m/min;8 cm;4 m;R;4 º (R);-6.8 º (F);1182.41;
3178;1656.9;530 ms;4.4 G;canter;500 m/min;13 cm;4.42 m;R;4.4 º (R);-1.8 º (F);2221.9;
3179;1657.38;480 ms;3.4 G;canter;492 m/min;12 cm;3.94 m;R;4.6 º (R);-2.3 º (F);1744.59;
3180;1657.92;540 ms;4.2 G;canter;511 m/min;16 cm;4.6 m;R;4.4 º (R);-2.4 º (F);2370.81;
3181;1658.49;570 ms;4.6 G;canter;480 m/min;19 cm;4.56 m;R;7.6 º (R);0.8 º (B);2117.43;
3182;1659.02;530 ms;3.3 G;canter;492 m/min;15 cm;4.35 m;R;4.4 º (R);-0.3 º (F);1388.94;
3183;1659.56;540 ms;8.2 G;canter;487 m/min;18 cm;4.38 m;R;4.5 º (R);1.9 º (B);2240.86;
3184;1660.12;560 ms;7.5 G;canter;453 m/min;16 cm;4.23 m;S;1.3 º (R);8.4 º (B);2905.12;
3185;1660.61;490 ms;1.5 G;canter;439 m/min;12 cm;3.58 m;S;2.5 º (R);5.9 º (B);1021.02;
3186;1661.03;420 ms;4 G;canter;431 m/min;11 cm;3.02 m;R;2.8 º (R);0.1 º (B);1520.48;
3187;1662.32;260 ms;2.9 G;canter;472 m/min;7 cm;2.04 m;S;2.5 º (R);-13.7 º (F);1225.97;
3188;1662.87;550 ms;3.7 G;canter;412 m/min;6 cm;3.78 m;R;2.4 º (R);-0.2 º (F);1305.59;
3189;1663.34;470 ms;2.8 G;canter;498 m/min;5 cm;3.9 m;R;5.9 º (R);-4.1 º (F);1284.42;
3190;1663.84;500 ms;3.8 G;canter;537 m/min;8 cm;4.48 m;R;5.1 º (R);-5 º (F);1817.5;
3191;1664.33;490 ms;3.3 G;canter;584 m/min;10 cm;4.77 m;R;1.9 º (R);-5.2 º (F);2383.12;
3192;1664.85;520 ms;2.4 G;canter;571 m/min;10 cm;4.95 m;S;2.7 º (R);-0.8 º (F);1716.06;
3193;1665.37;520 ms;4.7 G;canter;605 m/min;8 cm;5.24 m;S;-0.7 º (L);-3.2 º (F);2688.72;
3194;1665.83;460 ms;4.3 G;canter;631 m/min;8 cm;4.84 m;S;1.4 º (R);-6.2 º (F);1953.11;
3195;1666.35;520 ms;4 G;canter;654 m/min;10 cm;5.67 m;S;3.3 º (R);-5.2 º (F);2847.29;
3196;1666.86;510 ms;4.8 G;canter;629 m/min;10 cm;5.35 m;S;1.5 º (R);-3.2 º (F);2562.08;
3197;1667.36;500 ms;5.3 G;canter;652 m/min;11 cm;5.44 m;S;2.1 º (R);-5.3 º (F);2832.4;
3198;1667.86;500 ms;7.2 G;canter;638 m/min;11 cm;5.31 m;S;0.9 º (R);-3.3 º (F);3097.58;
3199;1668.39;530 ms;8.2 G;canter;649 m/min;11 cm;5.73 m;S;0.7 º (R);-3 º (F);2948.47;
3200;1668.85;460 ms;6.5 G;canter;663 m/min;10 cm;5.08 m;S;2 º (R);-6.4 º (F);2767.11;
3201;1669.42;570 ms;7.9 G;canter;655 m/min;12 cm;6.23 m;S;1.2 º (R);-2.9 º (F);4268.19;
3202;1669.87;450 ms;4.2 G;canter;688 m/min;9 cm;5.16 m;S;2.6 º (R);-6 º (F);1649.7;
3203;1670.42;550 ms;8.5 G;canter;663 m/min;15 cm;6.07 m;S;1.3 º (R);-3.1 º (F);3892.42;
3204;1670.92;500 ms;7.4 G;canter;664 m/min;10 cm;5.53 m;S;1.9 º (R);-3.5 º (F);2540;
3205;1671.47;550 ms;6.1 G;canter;635 m/min;13 cm;5.82 m;S;3.2 º (R);-2 º (F);2953.85;
3206;1671.99;520 ms;7.7 G;canter;621 m/min;15 cm;5.38 m;R;3.7 º (R);-2.7 º (F);3191.15;
3207;1672.54;550 ms;5.9 G;canter;614 m/min;13 cm;5.63 m;R;4 º (R);-0.4 º (F);3531.55;
3208;1673.01;470 ms;4 G;canter;583 m/min;11 cm;4.57 m;R;1.7 º (R);-1 º (F);1398.41;
3209;1673.61;600 ms;8.2 G;canter;561 m/min;21 cm;5.61 m;S;1.7 º (R);1.3 º (B);3343.92;
3210;1674.13;520 ms;5.2 G;canter;585 m/min;15 cm;5.07 m;S;2.3 º (R);0.8 º (B);2220.69;
3211;1674.67;540 ms;4.8 G;canter;564 m/min;17 cm;5.07 m;R;6.2 º (R);9.9 º (B);2389.17;
3212;1675.2;530 ms;5.7 G;canter;488 m/min;16 cm;4.31 m;S;3.6 º (R);9.4 º (B);2867.4;
3213;1675.65;450 ms;2.8 G;canter;466 m/min;10 cm;3.5 m;S;1.5 º (R);13.5 º (B);863.46;
3214;1676.04;390 ms;4.9 G;canter;417 m/min;8 cm;2.71 m;S;2.9 º (R);9.3 º (B);1157.75;
3215;1677.41;230 ms;2.2 G;canter;434 m/min;7 cm;1.66 m;S;-3.2 º (L);-15.6 º (F);1110.34;
3216;1677.98;570 ms;2.4 G;canter;422 m/min;7 cm;4.01 m;R;7.8 º (R);0.5 º (B);1652.01;
3217;1678.44;460 ms;1.6 G;canter;520 m/min;6 cm;3.98 m;R;9.8 º (R);-4.1 º (F);1160.4;
3218;1678.93;490 ms;3 G;canter;604 m/min;7 cm;4.94 m;R;12.4 º (R);-5.9 º (F);2163.7;
3219;1679.38;450 ms;3.5 G;canter;634 m/min;7 cm;4.76 m;R;10.1 º (R);-5.5 º (F);1836.17;
3220;1679.88;500 ms;3.6 G;canter;673 m/min;8 cm;5.61 m;R;7.9 º (R);-7.3 º (F);2631.38;
3221;1680.38;500 ms;3.1 G;canter;652 m/min;11 cm;5.43 m;R;8.2 º (R);-5.7 º (F);2720.46;
3222;1680.9;520 ms;5 G;canter;651 m/min;12 cm;5.64 m;R;9.3 º (R);-4.5 º (F);3042.81;
3223;1681.4;500 ms;4.8 G;canter;672 m/min;12 cm;5.6 m;R;7.8 º (R);-5.3 º (F);3007.84;
3224;1681.92;520 ms;6.2 G;canter;674 m/min;12 cm;5.84 m;R;8.3 º (R);-4.3 º (F);3902.75;
3225;1682.43;510 ms;3.7 G;canter;649 m/min;12 cm;5.51 m;R;5.8 º (R);-4.1 º (F);2277.64;
3226;1682.94;510 ms;6.2 G;canter;644 m/min;12 cm;5.47 m;R;3.6 º (R);-4.1 º (F);2995.8;
3227;1683.44;500 ms;5.1 G;canter;593 m/min;12 cm;4.94 m;R;2.1 º (R);-2.4 º (F);2665.1;
3228;1683.99;550 ms;6.1 G;canter;578 m/min;16 cm;5.3 m;R;2.1 º (R);-3.8 º (F);2990.48;
3229;1684.53;540 ms;5.4 G;canter;613 m/min;14 cm;5.51 m;R;2.4 º (R);-6.9 º (F);2409.41;
3230;1685.02;490 ms;5.1 G;canter;614 m/min;12 cm;5.02 m;S;-1.9 º (L);-5.9 º (F);2637.4;
3231;1685.52;500 ms;4.3 G;canter;690 m/min;12 cm;5.75 m;S;0.2 º (R);-7.8 º (F);2905.15;
3232;1686.06;540 ms;4.5 G;canter;655 m/min;13 cm;5.9 m;R;4.8 º (R);-6 º (F);3553.03;
3233;1686.56;500 ms;4 G;canter;617 m/min;13 cm;5.14 m;R;4.5 º (R);-5.1 º (F);2311.33;
3234;1687.14;580 ms;4.7 G;canter;602 m/min;16 cm;5.82 m;R;3.2 º (R);-4.7 º (F);3752.15;
3235;1687.63;490 ms;4 G;canter;570 m/min;11 cm;4.66 m;S;-0.5 º (L);-5.3 º (F);1698.89;
3236;1688.22;590 ms;7.3 G;canter;511 m/min;20 cm;5.03 m;S;2.2 º (R);-2.1 º (F);3310.83;
3237;1688.75;530 ms;3.3 G;canter;555 m/min;12 cm;4.91 m;S;0.4 º (R);-5.2 º (F);2056.76;
3238;1689.22;470 ms;4.8 G;canter;548 m/min;12 cm;4.29 m;S;1.4 º (R);-4.5 º (F);1939.74;
3239;1689.75;530 ms;4.7 G;canter;571 m/min;15 cm;5.04 m;S;0 º (L);1.1 º (B);2394.74;
3240;1690.28;530 ms;7.3 G;canter;563 m/min;15 cm;4.97 m;L;-1.9 º (L);4.4 º (B);2776.4;
3241;1690.74;460 ms;7 G;canter;523 m/min;12 cm;4.01 m;S;0.2 º (R);7.7 º (B);1376.3;
3242;1691.19;450 ms;5.8 G;canter;464 m/min;13 cm;3.48 m;R;2.3 º (R);3.3 º (B);1532.46;
3243;1692.5;230 ms;2.3 G;canter;552 m/min;5 cm;2.12 m;R;4.5 º (R);-16.4 º (F);1234.27;
3244;1693.01;510 ms;1.8 G;canter;514 m/min;7 cm;4.37 m;S;-3.5 º (L);-5.3 º (F);1345.02;
3245;1693.51;500 ms;2 G;canter;589 m/min;7 cm;4.91 m;L;-4.8 º (L);-6.7 º (F);1261.17;
3246;1694.02;510 ms;3.1 G;canter;594 m/min;9 cm;5.05 m;S;-1.5 º (L);-4.7 º (F);2153.09;
3247;1694.53;510 ms;4.8 G;canter;631 m/min;10 cm;5.36 m;S;1.2 º (R);-8.2 º (F);2312.08;
3248;1695.04;510 ms;4.4 G;canter;618 m/min;12 cm;5.25 m;S;0.8 º (R);-8.1 º (F);2564.15;
3249;1695.55;510 ms;5.1 G;canter;631 m/min;12 cm;5.36 m;S;2.4 º (R);-7.1 º (F);2754.57;
3250;1696.07;520 ms;3.6 G;canter;645 m/min;12 cm;5.59 m;S;1.7 º (R);-5.6 º (F);2719.42;
3251;1696.61;540 ms;4.5 G;canter;648 m/min;14 cm;5.83 m;S;-0.5 º (L);-5.7 º (F);2880.13;
3252;1697.14;530 ms;7 G;canter;668 m/min;11 cm;5.9 m;S;-1.8 º (L);-7.7 º (F);3817.1;
3253;1697.64;500 ms;3.4 G;canter;635 m/min;10 cm;5.29 m;S;-1.3 º (L);-4.9 º (F);1834.69;
3254;1698.16;520 ms;7.3 G;canter;614 m/min;14 cm;5.32 m;L;-4.7 º (L);-3.2 º (F);3064;
3255;1698.66;500 ms;7.4 G;canter;592 m/min;12 cm;4.93 m;L;-8.1 º (L);-2.1 º (F);2823.44;
3256;1699.14;480 ms;4.9 G;canter;635 m/min;11 cm;5.08 m;L;-9.8 º (L);-5.5 º (F);2566.36;
3257;1699.67;530 ms;3.4 G;canter;623 m/min;13 cm;5.5 m;L;-7.9 º (L);-6.2 º (F);2512.74;
3258;1700.18;510 ms;6 G;canter;644 m/min;12 cm;5.47 m;L;-5.1 º (L);-6.3 º (F);2743.24;
3259;1700.69;510 ms;4.4 G;canter;667 m/min;11 cm;5.67 m;S;-2.2 º (L);-6.7 º (F);2723.92;
3260;1701.2;510 ms;6.8 G;canter;657 m/min;11 cm;5.59 m;S;-2.3 º (L);-6.2 º (F);3305.12;
3261;1701.7;500 ms;6.8 G;canter;679 m/min;9 cm;5.66 m;S;-2 º (L);-5.9 º (F);2575.05;
3262;1702.25;550 ms;10.5 G;canter;656 m/min;15 cm;6.01 m;S;-1.8 º (L);-4.3 º (F);4884.59;
3263;1702.71;460 ms;4.1 G;canter;656 m/min;11 cm;5.03 m;L;-3.9 º (L);-3 º (F);2203.7;
3264;1703.32;610 ms;5.1 G;canter;579 m/min;12 cm;5.89 m;L;-7.4 º (L);-0.6 º (F);3105.14;
3265;1703.78;460 ms;3.9 G;canter;586 m/min;13 cm;4.49 m;S;-1.7 º (L);-7.3 º (F);2753.52;
3266;1704.34;560 ms;3.2 G;canter;554 m/min;18 cm;5.18 m;R;7.3 º (R);-2.9 º (F);2599.07;
3267;1704.89;550 ms;4.3 G;canter;510 m/min;16 cm;4.68 m;R;7.5 º (R);-1.3 º (F);2899.97;
3268;1705.4;510 ms;2.6 G;canter;517 m/min;16 cm;4.39 m;R;7.4 º (R);0.3 º (B);1890.2;
3269;1705.89;490 ms;4.9 G;canter;489 m/min;14 cm;3.99 m;R;7.6 º (R);-2 º (F);1907.69;
3270;1706.42;530 ms;3.3 G;canter;477 m/min;14 cm;4.21 m;R;10.3 º (R);-1.3 º (F);1888.61;
3271;1706.95;530 ms;2.9 G;canter;456 m/min;14 cm;4.03 m;R;15.6 º (R);-2 º (F);2426.28;
3272;1707.44;490 ms;1.7 G;canter;463 m/min;12 cm;3.78 m;R;16.7 º (R);-1.1 º (F);1460.6;
3273;1707.95;510 ms;2.5 G;canter;505 m/min;11 cm;4.29 m;R;10.6 º (R);-3.5 º (F);1860.85;
3274;1708.5;550 ms;3.3 G;canter;532 m/min;13 cm;4.88 m;R;8.5 º (R);-3.4 º (F);2508.56;
3275;1709.04;540 ms;4.6 G;canter;573 m/min;15 cm;5.16 m;R;8.9 º (R);-2.6 º (F);2443.84;
3276;1709.54;500 ms;3 G;canter;570 m/min;12 cm;4.75 m;R;8.2 º (R);-2.7 º (F);2045.84;
3277;1710.1;560 ms;4.8 G;canter;577 m/min;18 cm;5.39 m;R;6.1 º (R);-1 º (F);3325.24;
3278;1710.65;550 ms;5.4 G;canter;560 m/min;17 cm;5.13 m;R;5.3 º (R);2.4 º (B);2703.4;
3279;1711.17;520 ms;4 G;canter;538 m/min;16 cm;4.67 m;S;2.8 º (R);3 º (B);2226.23;
3280;1711.73;560 ms;6.1 G;canter;486 m/min;18 cm;4.54 m;S;1.6 º (R);4.9 º (B);2559.35;
3281;1712.31;580 ms;5.7 G;canter;466 m/min;18 cm;4.5 m;S;0.7 º (R);3.7 º (B);3008.43;
3282;1712.79;480 ms;2.3 G;canter;474 m/min;12 cm;3.79 m;S;-1.6 º (L);0.1 º (B);1256.98;
3283;1713.23;440 ms;5.6 G;canter;473 m/min;12 cm;3.47 m;S;1.3 º (R);-0.4 º (F);1944.7;
3284;1714.6;280 ms;2.1 G;canter;538 m/min;11 cm;2.51 m;R;6.7 º (R);-15.6 º (F);1445.55;
3285;1715.15;550 ms;2.2 G;canter;479 m/min;9 cm;4.39 m;S;-5.9 º (L);-2.3 º (F);1796.76;
3286;1715.63;480 ms;1.8 G;canter;502 m/min;8 cm;4.01 m;L;-6.6 º (L);-5 º (F);1122.15;
3287;1716.18;550 ms;5 G;canter;574 m/min;12 cm;5.26 m;L;-3.1 º (L);-6.8 º (F);2882.68;
3288;1716.67;490 ms;3.3 G;canter;585 m/min;12 cm;4.78 m;S;1.6 º (R);-6.6 º (F);1749.68;
3289;1717.22;550 ms;4.7 G;canter;592 m/min;16 cm;5.42 m;L;-2.2 º (L);-7.5 º (F);3288.29;
3290;1717.77;550 ms;4.7 G;canter;599 m/min;13 cm;5.5 m;S;-0.4 º (L);-6.5 º (F);2685.24;
3291;1718.28;510 ms;4.1 G;canter;555 m/min;13 cm;4.72 m;S;1.9 º (R);-5 º (F);2069.59;
3292;1718.81;530 ms;4.3 G;canter;565 m/min;15 cm;4.99 m;S;-1.2 º (L);-5.2 º (F);2724.42;
3293;1719.36;550 ms;3.6 G;canter;543 m/min;16 cm;4.98 m;L;-6.8 º (L);-6.3 º (F);2590.84;
3294;1719.91;550 ms;4.7 G;canter;509 m/min;17 cm;4.67 m;L;-5.6 º (L);-4.1 º (F);2737.87;
3295;1720.47;560 ms;3.9 G;canter;471 m/min;18 cm;4.39 m;L;-7.7 º (L);-2.6 º (F);2253.81;
3296;1721.03;560 ms;3.8 G;canter;462 m/min;18 cm;4.31 m;L;-6.7 º (L);-2 º (F);1987.85;
3297;1721.52;490 ms;4.2 G;canter;435 m/min;14 cm;3.55 m;L;-5.7 º (L);-3.5 º (F);1653.86;
3298;1722.09;570 ms;5.3 G;canter;427 m/min;16 cm;4.06 m;S;-2.9 º (L);3.4 º (B);1855.23;
3299;1722.61;520 ms;4 G;canter;445 m/min;14 cm;3.85 m;S;1.6 º (R);4.4 º (B);1292.46;
3300;1723.05;440 ms;4.7 G;canter;419 m/min;9 cm;3.08 m;S;-0.8 º (L);-3.2 º (F);1407.45;
3301;1724.44;280 ms;1.5 G;canter;517 m/min;13 cm;2.41 m;L;-6.6 º (L);-20.3 º (F);966.95;
3302;1724.99;550 ms;3 G;canter;497 m/min;15 cm;4.56 m;L;-8.5 º (L);-4.3 º (F);1963.45;
3303;1725.49;500 ms;4.4 G;canter;465 m/min;16 cm;3.87 m;L;-6.8 º (L);1.3 º (B);2285.38;
3304;1726;510 ms;3.5 G;canter;436 m/min;17 cm;3.71 m;L;-5 º (L);6.8 º (B);1586.68;
3305;1726.64;640 ms;5.2 G;canter;392 m/min;22 cm;4.18 m;S;-0.6 º (L);10.7 º (B);2139.39;
3306;1727.15;510 ms;2.4 G;canter;410 m/min;12 cm;3.49 m;R;5.9 º (R);-2.7 º (F);1139.49;
3307;1727.61;460 ms;2.2 G;canter;436 m/min;8 cm;3.34 m;R;6.7 º (R);-5.8 º (F);1116.06;
3308;1728.99;250 ms;2.2 G;canter;491 m/min;11 cm;2.05 m;L;-4.7 º (L);-19.6 º (F);1062.56;
3309;1729.52;530 ms;2.4 G;canter;495 m/min;11 cm;4.37 m;S;3.7 º (R);-2.8 º (F);1693.72;
3310;1730.92;310 ms;1.6 G;canter;468 m/min;11 cm;2.42 m;L;-5 º (L);-13.1 º (F);1019.13;
3311;1731.43;510 ms;1.9 G;canter;434 m/min;9 cm;3.69 m;R;8.9 º (R);-1.2 º (F);1569.09;
3312;1731.9;470 ms;2.6 G;canter;504 m/min;8 cm;3.95 m;R;17.1 º (R);-5 º (F);1445.38;
3313;1732.43;530 ms;2.9 G;canter;526 m/min;10 cm;4.65 m;R;16.1 º (R);-5.3 º (F);2127.1;
3314;1732.92;490 ms;2.6 G;canter;579 m/min;10 cm;4.73 m;R;8.2 º (R);-5 º (F);1853.64;
3315;1733.42;500 ms;4.4 G;canter;588 m/min;10 cm;4.9 m;R;8.4 º (R);-3.6 º (F);2124.86;
3316;1733.93;510 ms;4.3 G;canter;657 m/min;11 cm;5.59 m;R;8.7 º (R);-6 º (F);3252.71;
3317;1734.46;530 ms;5 G;canter;641 m/min;10 cm;5.66 m;R;7.5 º (R);-4.4 º (F);2327.91;
3318;1734.91;450 ms;5.6 G;canter;655 m/min;8 cm;4.91 m;R;10.6 º (R);-7.7 º (F);1902.61;
3319;1735.39;480 ms;4.7 G;canter;629 m/min;10 cm;5.03 m;R;10.7 º (R);-2.8 º (F);3441.81;
3320;1735.99;600 ms;4.8 G;canter;578 m/min;12 cm;5.78 m;R;8.3 º (R);1.9 º (B);2992.49;
3321;1736.52;530 ms;4.5 G;canter;517 m/min;14 cm;4.57 m;R;7.3 º (R);-1.8 º (F);2472.01;
3322;1737.03;510 ms;4.1 G;canter;525 m/min;12 cm;4.46 m;R;5.2 º (R);-3.5 º (F);1958.33;
3323;1737.57;540 ms;4 G;canter;528 m/min;14 cm;4.75 m;R;6 º (R);-2.9 º (F);2406.48;
3324;1738.1;530 ms;4.3 G;canter;525 m/min;12 cm;4.64 m;R;8.3 º (R);-4.3 º (F);2150.61;
3325;1738.63;530 ms;4.9 G;canter;560 m/min;13 cm;4.95 m;R;7.9 º (R);-4.8 º (F);3235.61;
3326;1739.12;490 ms;4.3 G;canter;600 m/min;10 cm;4.9 m;R;6.2 º (R);-5.3 º (F);1746.4;
3327;1739.65;530 ms;5 G;canter;581 m/min;14 cm;5.14 m;R;7.2 º (R);-4.6 º (F);3263.66;
3328;1740.19;540 ms;5.7 G;canter;553 m/min;13 cm;4.98 m;R;6.7 º (R);-3.3 º (F);2938.77;
3329;1740.74;550 ms;5.3 G;canter;550 m/min;15 cm;5.04 m;R;5.5 º (R);-3.8 º (F);2835.98;
3330;1741.26;520 ms;5.3 G;canter;520 m/min;13 cm;4.51 m;R;5.5 º (R);-4.8 º (F);3021.13;
3331;1741.77;510 ms;3.9 G;canter;504 m/min;12 cm;4.28 m;R;5.5 º (R);-3.9 º (F);1752.31;
3332;1742.35;580 ms;5 G;canter;525 m/min;17 cm;5.08 m;R;6.7 º (R);-2.1 º (F);3787.08;
3333;1742.85;500 ms;3.1 G;canter;533 m/min;12 cm;4.44 m;R;8.2 º (R);-1 º (F);1427.8;
3334;1743.4;550 ms;3.9 G;canter;456 m/min;17 cm;4.18 m;R;8.1 º (R);-1.8 º (F);2510.04;
3335;1743.99;590 ms;3.7 G;canter;435 m/min;19 cm;4.28 m;R;8.2 º (R);-2 º (F);2727.65;
3336;1744.51;520 ms;3.5 G;canter;421 m/min;14 cm;3.65 m;R;9.6 º (R);-0.5 º (F);1519.59;
3337;1745.06;550 ms;3.5 G;canter;377 m/min;17 cm;3.45 m;R;13.4 º (R);2.1 º (B);1840.2;
3338;1745.59;530 ms;3.9 G;canter;370 m/min;14 cm;3.27 m;R;15.8 º (R);0.8 º (B);1816;
3339;1746.13;540 ms;3.6 G;canter;398 m/min;17 cm;3.58 m;R;13.1 º (R);3.8 º (B);2067.24;
3340;1746.65;520 ms;3.4 G;canter;423 m/min;14 cm;3.67 m;R;9.7 º (R);9.3 º (B);1990.94;
3341;1747.05;400 ms;4.9 G;canter;381 m/min;11 cm;2.54 m;R;5.1 º (R);5.2 º (B);1163.56;
3342;1748.46;330 ms;3.4 G;canter;397 m/min;4 cm;2.19 m;S;-0.4 º (L);-18 º (F);575.41;
3343;1749.02;560 ms;5 G;canter;375 m/min;19 cm;3.5 m;R;4.3 º (R);6.8 º (B);2099.61;
3344;1749.57;550 ms;3.8 G;canter;388 m/min;18 cm;3.56 m;R;6.6 º (R);8.6 º (B);1485.34;
3345;1749.97;400 ms;3.5 G;canter;407 m/min;11 cm;2.71 m;R;2.6 º (R);3.8 º (B);940.79;
3346;1750.43;460 ms;7 G;canter;414 m/min;14 cm;3.17 m;S;2.9 º (R);6.4 º (B);1917.4;
3347;1751.81;390 ms;4.2 G;canter;442 m/min;12 cm;2.87 m;S;-2.7 º (L);-17.5 º (F);1370.05;
3348;1752.28;470 ms;2.5 G;canter;436 m/min;12 cm;3.41 m;R;10.1 º (R);-4 º (F);1332.68;
3349;1752.77;490 ms;2.3 G;canter;446 m/min;10 cm;3.64 m;R;14.5 º (R);-6 º (F);1415.19;
3350;1753.31;540 ms;3.6 G;canter;542 m/min;10 cm;4.88 m;R;18.2 º (R);-5.6 º (F);1746.28;
3351;1753.82;510 ms;4 G;canter;552 m/min;10 cm;4.69 m;R;17.8 º (R);-5.6 º (F);1689.15;
3352;1754.33;510 ms;4.7 G;canter;568 m/min;10 cm;4.83 m;R;13.1 º (R);-5.4 º (F);2286.83;
3353;1754.83;500 ms;3.6 G;canter;583 m/min;9 cm;4.86 m;R;7.4 º (R);-5.1 º (F);2339.64;
3354;1755.33;500 ms;4.1 G;canter;615 m/min;9 cm;5.12 m;R;5 º (R);-5.6 º (F);2142.31;
3355;1755.83;500 ms;5.1 G;canter;602 m/min;10 cm;5.02 m;R;2.5 º (R);-5.8 º (F);2460.02;
3356;1756.39;560 ms;7.7 G;canter;653 m/min;13 cm;6.1 m;S;0.6 º (R);-6.7 º (F);3933.08;
3357;1756.84;450 ms;3.7 G;canter;675 m/min;8 cm;5.06 m;S;2.3 º (R);-8.7 º (F);1589.69;
3358;1757.38;540 ms;6.4 G;canter;662 m/min;13 cm;5.95 m;S;1.3 º (R);-5.5 º (F);3483.68;
3359;1757.91;530 ms;6.6 G;canter;663 m/min;13 cm;5.86 m;S;2 º (R);-5.2 º (F);2834.56;
3360;1758.46;550 ms;6.8 G;canter;622 m/min;14 cm;5.7 m;R;4.3 º (R);-2.8 º (F);3723.09;
3361;1758.97;510 ms;6.3 G;canter;620 m/min;11 cm;5.27 m;S;2 º (R);-4.1 º (F);2672.22;
3362;1759.48;510 ms;4.3 G;canter;624 m/min;11 cm;5.3 m;S;-0.3 º (L);-2.8 º (F);2272.24;
3363;1760;520 ms;5.4 G;canter;623 m/min;15 cm;5.4 m;S;2.1 º (R);-2.9 º (F);3155.67;
3364;1760.56;560 ms;5.3 G;canter;622 m/min;15 cm;5.81 m;L;-2.3 º (L);-3.1 º (F);3770.65;
3365;1761.08;520 ms;3.8 G;canter;575 m/min;12 cm;4.99 m;L;-3.9 º (L);-1 º (F);1924.46;
3366;1761.63;550 ms;5 G;canter;558 m/min;16 cm;5.12 m;S;0.1 º (R);0.1 º (B);2656.71;
3367;1762.17;540 ms;5 G;canter;551 m/min;16 cm;4.96 m;S;0.5 º (R);-0.5 º (F);3054.31;
3368;1762.71;540 ms;4 G;canter;525 m/min;14 cm;4.72 m;S;-1.4 º (L);8.1 º (B);1871.91;
3369;1763.18;470 ms;7.2 G;canter;504 m/min;13 cm;3.95 m;L;-5.1 º (L);5.2 º (B);1746.84;
3370;1763.57;390 ms;4.4 G;canter;486 m/min;8 cm;3.16 m;L;-6.1 º (L);4.8 º (B);1622.46;
3371;1764.88;270 ms;2.5 G;canter;523 m/min;7 cm;2.35 m;R;1.9 º (R);-15.8 º (F);1003.37;
3372;1765.41;530 ms;3.1 G;canter;504 m/min;8 cm;4.45 m;S;1.3 º (R);-1.9 º (F);1080.4;
3373;1765.9;490 ms;2.3 G;canter;585 m/min;6 cm;4.78 m;S;5.2 º (R);-5.7 º (F);914.22;
3374;1766.46;560 ms;4.4 G;canter;585 m/min;13 cm;5.46 m;R;9.2 º (R);-4.1 º (F);2644.69;
3375;1766.94;480 ms;2.7 G;canter;588 m/min;8 cm;4.7 m;R;6.5 º (R);-3.8 º (F);1587.1;
3376;1767.4;460 ms;3.8 G;canter;577 m/min;10 cm;4.43 m;S;4 º (R);-7.4 º (F);2103.34;
3377;1768.01;610 ms;7.7 G;canter;630 m/min;13 cm;6.4 m;S;3.8 º (R);-5.5 º (F);3882.5;
3378;1768.49;480 ms;3.2 G;canter;637 m/min;10 cm;5.09 m;R;3 º (R);-7.9 º (F);1529.75;
3379;1769.05;560 ms;5.1 G;canter;599 m/min;16 cm;5.59 m;S;0.1 º (R);-4.3 º (F);3198.89;
3380;1769.58;530 ms;4.8 G;canter;592 m/min;13 cm;5.23 m;S;1 º (R);-3.2 º (F);2931.19;
3381;1770.12;540 ms;8.5 G;canter;583 m/min;16 cm;5.25 m;S;4.7 º (R);-2.8 º (F);2936.62;
3382;1770.66;540 ms;5.2 G;canter;550 m/min;15 cm;4.95 m;S;1.5 º (R);-3.1 º (F);2814.92;
3383;1771.21;550 ms;3.6 G;canter;526 m/min;16 cm;4.82 m;L;-4 º (L);-3 º (F);2691.39;
3384;1771.78;570 ms;4.8 G;canter;565 m/min;18 cm;5.37 m;L;-3.9 º (L);-4.4 º (F);3329.59;
3385;1772.28;500 ms;3.2 G;canter;554 m/min;13 cm;4.62 m;L;-1.8 º (L);-5.6 º (F);1247.47;
3386;1772.88;600 ms;5.7 G;canter;503 m/min;21 cm;5.03 m;L;-3.6 º (L);-3.3 º (F);3503.65;
3387;1773.43;550 ms;4.9 G;canter;483 m/min;15 cm;4.43 m;L;-6.6 º (L);1.6 º (B);2420.41;
3388;1773.97;540 ms;4.5 G;canter;449 m/min;17 cm;4.04 m;L;-6.4 º (L);11.4 º (B);1728.55;
