rider,horse,time,distance,gait,speed,length,max_height,hand,lateral_balance,longitudinal_balance,jump_id
Sofia Sjöborg,Bryjamolga van het Marienshof Z,213.07,2009.3499999999997,canter,462,4,0.05,L,-3.6,-0.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,213.54000000000002,2013.1099999999997,canter,479,3.76,0.1,S,0,-3.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,214.509827586207,2020.6099999999997,Jump,464,7.5,1.51,NA,0.54,NA,12b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,214.67000000000013,2022.0799999999997,canter,551,1.47,0.02,L,-2.8,-16,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,215.33999999999997,2027.8199999999997,canter,514,5.74,0.08,S,-1.3,-0.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,215.85999999999996,2032.8599999999997,canter,581,5.04,0.1,L,-3.1,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,216.36999999999995,2037.9699999999996,canter,601,5.11,0.11,S,-0.4,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,216.89000000000016,2043.2199999999996,canter,605,5.25,0.11,L,-4.6,-7.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,217.42000000000013,2048.7699999999995,canter,629,5.55,0.11,L,-6.6,-6.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,217.92000000000013,2054.0299999999997,canter,631,5.26,0.1,L,-4.6,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,218.4400000000001,2059.64,canter,648,5.61,0.11,S,-1.9,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,218.97000000000008,2065.42,canter,654,5.78,0.11,S,1.3,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,219.4500000000001,2070.9500000000003,canter,691,5.53,0.09,R,4.4,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,219.97000000000008,2076.9600000000005,canter,694,6.01,0.12,R,3.6,-8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,220.48000000000008,2082.9700000000007,canter,707,6.01,0.11,S,2.6,-8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,221.02000000000004,2089.4200000000005,canter,716,6.45,0.12,S,1.6,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,221.52000000000004,2095.1200000000003,canter,684,5.7,0.12,S,3.3,-5.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,222.07,2101.3800000000006,canter,683,6.26,0.11,S,3.5,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,222.57,2107.1200000000003,canter,689,5.74,0.11,R,4.9,-10.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,223.08999999999997,2112.9300000000003,canter,671,5.81,0.13,R,5.4,-7.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,223.58999999999997,2118.9600000000005,canter,724,6.03,0.12,S,3.2,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,224.15000000000015,2125.5200000000004,canter,702,6.56,0.14,S,-2.6,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,224.64000000000016,2131.3600000000006,canter,715,5.84,0.14,S,-0.4,-10.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,225.2100000000001,2137.7900000000004,canter,677,6.43,0.15,S,3.8,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,225.77000000000004,2143.7400000000002,canter,637,5.95,0.15,R,10.1,-9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,226.23000000000008,2148.44,canter,614,4.7,0.14,R,15.7,-9.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,226.78000000000003,2154.16,canter,624,5.72,0.16,R,21.1,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,227.31,2159.68,canter,625,5.52,0.18,R,20.2,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,227.81,2164.68,canter,600,5,0.16,R,22.1,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,228.26000000000005,2168.96,canter,570,4.28,0.15,R,23.7,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,228.79000000000002,2174.25,canter,599,5.29,0.16,R,22.9,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,229.32,2179.47,canter,591,5.22,0.13,R,18.1,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,229.83999999999997,2184.73,canter,607,5.26,0.12,R,11.9,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,230.34999999999997,2189.95,canter,614,5.22,0.13,R,7.6,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,230.89000000000016,2195.64,canter,632,5.69,0.13,R,5.7,-9.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,231.40000000000015,2201.2,canter,654,5.56,0.14,R,6,-12.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,231.9500000000001,2206.6,canter,589,5.4,0.15,S,1.4,-10.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,232.51000000000005,2212.21,canter,601,5.61,0.15,S,5.4,-11.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,233.04000000000002,2217.66,canter,617,5.45,0.13,R,5.7,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,233.61999999999995,2223.33,canter,586,5.67,0.17,R,4.9,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,234.16000000000014,2228.22,canter,543,4.89,0.16,R,3.7,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,234.7100000000001,2233.0699999999997,canter,529,4.85,0.17,R,5.8,-2.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,235.22000000000008,2237.6499999999996,canter,539,4.58,0.15,R,4.2,-4.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,235.65000000000015,2241.2299999999996,canter,499,3.58,0.1,S,0.8,-5.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,236.558823529412,2248.4399999999996,Jump,476,7.21,1.55,NA,8.92,NA,13
Sofia Sjöborg,Bryjamolga van het Marienshof Z,236.87999999999994,2251.2499999999995,canter,528,2.81,0.06,R,8.8,-14.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,237.4600000000001,2255.7799999999997,canter,468,4.53,0.15,R,24.2,-0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,237.9600000000001,2260.0299999999997,canter,510,4.25,0.14,R,31.9,-1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,238.43000000000012,2264.2999999999997,canter,545,4.27,0.12,R,26.7,-1.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,238.93000000000012,2269.08,canter,573,4.78,0.11,R,17.3,-1.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,239.4600000000001,2274.68,canter,634,5.6,0.11,R,13.2,-3.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,239.99000000000007,2280.0899999999997,canter,612,5.41,0.13,R,12.1,-4.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,240.4600000000001,2284.7299999999996,canter,592,4.64,0.12,R,8.4,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,241.05,2290.7199999999993,canter,609,5.99,0.19,R,8.5,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,241.57999999999998,2296.0899999999992,canter,608,5.37,0.15,R,9.2,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,242.14000000000016,2301.519999999999,canter,582,5.43,0.17,R,8.1,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,242.68000000000012,2306.5699999999993,canter,561,5.05,0.16,R,6.6,-5.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,243.24000000000007,2311.8199999999993,canter,563,5.25,0.16,R,8.1,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,243.77000000000004,2316.729999999999,canter,555,4.91,0.15,R,9.7,-6.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,244.33999999999997,2321.809999999999,canter,535,5.08,0.18,R,14.4,-4.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,244.86999999999995,2326.479999999999,canter,529,4.67,0.15,R,20.5,-0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,245.36999999999995,2330.959999999999,canter,538,4.48,0.13,R,16.7,-3.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,245.9500000000001,2335.539999999999,canter,473,4.58,0.2,R,17.8,2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,246.53000000000003,2339.789999999999,canter,439,4.25,0.18,R,14.8,0.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,247.06,2343.689999999999,canter,441,3.9,0.12,R,15.6,-0.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,247.57999999999998,2347.5299999999993,canter,443,3.84,0.12,R,22,5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,248.01000000000005,2350.8299999999995,canter,461,3.3,0.07,R,15.2,-0.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,248.96036496350376,2357.3399999999997,Jump,411,6.51,1.63,NA,7.58,NA,14a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,249.05,2357.8799999999997,canter,362,0.54,0.08,L,-0.6,-23.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,249.36999999999995,2360.1499999999996,canter,425,2.27,0.03,S,2.6,2.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,249.82,2363.4199999999996,canter,436,3.27,0.06,R,9.1,-2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,250.36999999999995,2367.97,canter,496,4.55,0.14,R,18.9,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,250.91000000000014,2372.41,canter,493,4.44,0.17,R,15.6,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,251.52000000000004,2377.04,canter,455,4.63,0.2,R,12.3,-6.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,252.06,2381.16,canter,458,4.12,0.17,R,16,-6.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,252.61999999999995,2385.42,canter,457,4.26,0.17,R,21.3,-4.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,253.23000000000008,2389.78,canter,429,4.36,0.19,R,20.4,-2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,253.76000000000005,2393.27,canter,395,3.49,0.14,R,16.2,-3.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,254.36999999999995,2397.36,canter,402,4.09,0.19,R,11.4,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,254.87999999999994,2400.88,canter,414,3.52,0.11,R,11.6,1.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,255.18000000000012,2402.8900000000003,canter,401,2.01,0.03,R,8,-0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,256.20077922077945,2409.4400000000005,Jump,385,6.55,1.61,NA,-3.49,NA,14b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,256.4700000000001,2411.6100000000006,canter,483,2.17,0.03,L,-5.7,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,256.9700000000001,2415.2800000000007,canter,441,3.67,0.07,S,7.3,2.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,257.93029776674945,2421.7300000000005,Jump,403,6.45,1.57,NA,10.07,NA,14c
Sofia Sjöborg,Bryjamolga van het Marienshof Z,258.24000000000007,2424.1700000000005,canter,473,2.44,0.09,R,6.4,-17.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,258.84,2428.5600000000004,canter,439,4.39,0.08,S,-5.2,0.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,259.28000000000003,2431.9300000000003,canter,459,3.37,0.06,L,-8,-3.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,259.81,2436.3700000000003,canter,503,4.44,0.09,L,-3.2,-5.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,260.33,2441.0000000000005,canter,534,4.63,0.11,L,-2.5,-8.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,260.82,2445.4100000000003,canter,541,4.41,0.14,L,-5.8,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,261.34999999999997,2450.1900000000005,canter,541,4.78,0.14,L,-5.3,-8.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,261.85999999999996,2455.1700000000005,canter,586,4.98,0.13,S,-2.8,-10.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,262.40000000000015,2460.7300000000005,canter,618,5.56,0.13,S,0.2,-11.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,262.9800000000001,2466.6800000000003,canter,616,5.95,0.14,S,-1.2,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,263.4700000000001,2471.8700000000003,canter,635,5.19,0.11,S,-2,-11.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,263.9800000000001,2477.3900000000003,canter,649,5.52,0.09,L,-2.8,-10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,264.53000000000003,2482.9400000000005,canter,605,5.55,0.14,S,-0.9,-9.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,265.04,2487.9800000000005,canter,593,5.04,0.14,L,-5.3,-11.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,265.59999999999997,2493.6300000000006,canter,605,5.65,0.16,L,-3.9,-10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,266.15000000000015,2498.7800000000007,canter,562,5.15,0.15,S,-1.2,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,266.65000000000015,2503.4700000000007,canter,562,4.69,0.11,S,-1.2,-9.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,267.10999999999996,2507.640000000001,canter,543,4.17,0.1,S,0.3,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,268.16000000000014,2507.7400000000007,canter,571,0.1,0,R,8.1,-27.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,268.4400000000001,2510.330000000001,canter,555,2.59,0.01,R,5.1,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,268.9300000000001,2514.770000000001,canter,543,4.44,0.05,R,4.1,-8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,269.2010677618071,2523.2200000000007,Jump,487,8.45,1.61,NA,2.56,NA,15
Sofia Sjöborg,Bryjamolga van het Marienshof Z,269.41000000000014,2527.8800000000006,canter,582,4.66,0.08,R,4.4,-11,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,269.92000000000013,2533.0800000000004,canter,612,5.2,0.12,R,6.3,-11.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,270.4600000000001,2538.8300000000004,canter,639,5.75,0.16,R,7.1,-12.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,270.99000000000007,2544.5900000000006,canter,653,5.76,0.16,R,6.1,-11.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,271.56,2550.5200000000004,canter,624,5.93,0.16,R,8.1,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,272.08,2555.8900000000003,canter,620,5.37,0.14,R,10.8,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,272.6900000000001,2562.2200000000003,canter,622,6.33,0.2,R,14.2,-9.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,273.17000000000013,2567.28,canter,632,5.06,0.12,R,15.9,-8.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,273.75000000000006,2572.4,canter,530,5.12,0.2,R,11.8,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,274.34,2577.42,canter,510,5.02,0.19,R,10.6,-1.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,274.87999999999994,2581.77,canter,483,4.35,0.16,R,14.5,0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,275.41000000000014,2585.74,canter,449,3.97,0.14,R,16.7,-1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,275.92000000000013,2589.6899999999996,canter,464,3.95,0.15,R,15.7,1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,276.32,2592.6099999999997,canter,438,2.92,0.1,R,11.2,2.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,277.38130653266336,2599.6499999999996,Jump,398,7.04,1.64,NA,6.41,NA,16
Sofia Sjöborg,Bryjamolga van het Marienshof Z,277.40000000000015,2599.7899999999995,canter,418,0.14,0,L,-4.2,-22.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,278.14000000000016,2604.6099999999997,canter,391,4.82,0.05,S,5.5,3.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,278.62999999999994,2608.7099999999996,canter,502,4.1,0.06,R,8.1,-2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,279.12999999999994,2613.2499999999995,canter,544,4.54,0.08,R,8,-2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,279.62999999999994,2618.3599999999997,canter,613,5.11,0.1,R,9,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,280.15000000000015,2623.7699999999995,canter,624,5.41,0.12,R,10.1,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,280.6800000000001,2629.4599999999996,canter,644,5.69,0.12,R,9.5,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,281.2100000000001,2635.49,canter,683,6.03,0.13,R,8.8,-8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,281.7200000000001,2641.29,canter,682,5.8,0.13,R,9.8,-8.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,282.24000000000007,2647.13,canter,673,5.84,0.15,R,7.4,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,282.82,2653.44,canter,652,6.31,0.16,R,5.3,-8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,283.33,2658.77,canter,627,5.33,0.14,R,5.3,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,283.86999999999995,2664.29,canter,613,5.52,0.15,S,4.1,-9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,284.42000000000013,2669.9,canter,611,5.61,0.15,S,4,-9.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,284.9600000000001,2675.25,canter,595,5.35,0.15,R,5.2,-7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,285.51000000000005,2680.72,canter,597,5.47,0.16,S,-0.6,-9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,286.04,2686.1,canter,609,5.38,0.17,L,-5.1,-8.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,286.58,2691.0899999999997,canter,555,4.99,0.14,L,-6.1,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,287.09,2695.62,canter,533,4.53,0.12,S,-3.7,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,287.65000000000015,2700.8399999999997,canter,559,5.22,0.15,R,5.5,-9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,288.16000000000014,2705.7899999999995,canter,583,4.95,0.11,R,8,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,288.76000000000005,2711.3099999999995,canter,552,5.52,0.17,R,10.7,1.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,289.42000000000013,2716.9799999999996,canter,515,5.67,0.2,R,7.6,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,289.87999999999994,2720.8499999999995,canter,505,3.87,0.08,R,4,-12.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,290.32,2724.5599999999995,canter,505,3.71,0.06,R,4,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,290.78000000000003,2728.5999999999995,canter,527,4.04,0.1,R,2.6,-2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,291.9396837944665,2738.3799999999997,Jump,506,9.78,1.37,NA,2.18,NA,17a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,292.29,2741.4199999999996,canter,521,3.04,0.06,R,11,-12,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,292.78000000000003,2745.3599999999997,canter,483,3.94,0.09,R,11.6,-1.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,293.14000000000016,2748.0799999999995,canter,453,2.72,0.06,R,13.3,2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,294.02009828009847,2754.0499999999993,Jump,407,5.97,1.51,NA,9.78,NA,17b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,294.14000000000016,2754.879999999999,canter,414,0.83,0.07,R,9.1,-25.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,294.84,2760.019999999999,canter,441,5.14,0.07,S,1.1,-4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,295.42000000000013,2764.559999999999,canter,470,4.54,0.07,R,7.1,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,295.92000000000013,2769.029999999999,canter,536,4.47,0.08,R,5.9,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,296.41000000000014,2773.839999999999,canter,589,4.81,0.09,S,3,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,296.9300000000001,2778.989999999999,canter,594,5.15,0.09,S,1.3,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,297.42000000000013,2784.159999999999,canter,633,5.17,0.1,S,0.7,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,297.89000000000016,2789.1499999999987,canter,637,4.99,0.1,S,4.2,-9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,298.40000000000015,2794.5999999999985,canter,641,5.45,0.11,R,5.4,-11,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,298.9300000000001,2800.4899999999984,canter,667,5.89,0.12,R,7.3,-9.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,299.4400000000001,2806.4099999999985,canter,697,5.92,0.11,R,9.5,-8.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,299.9500000000001,2812.4299999999985,canter,709,6.02,0.1,R,9.1,-8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,300.4600000000001,2818.5499999999984,canter,720,6.12,0.1,R,8.5,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,300.9700000000001,2824.6199999999985,canter,715,6.07,0.1,R,8,-9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,301.4800000000001,2830.8599999999983,canter,735,6.24,0.12,R,8.1,-9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,301.99000000000007,2837.1499999999983,canter,740,6.29,0.11,R,7.1,-9.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,302.51000000000005,2843.0699999999983,canter,683,5.92,0.11,R,5.2,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,303.02000000000004,2849.1099999999983,canter,711,6.04,0.11,R,7,-7.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,303.55,2855.289999999998,canter,700,6.18,0.12,R,8.1,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,304.06,2861.309999999998,canter,709,6.02,0.11,R,9,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,304.57,2867.429999999998,canter,721,6.12,0.11,R,9,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,305.09,2873.579999999998,canter,710,6.15,0.11,R,11,-6.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,305.59999999999997,2879.8599999999983,canter,739,6.28,0.1,R,8.9,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,306.09999999999997,2885.9299999999985,canter,729,6.07,0.11,R,5.6,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,306.62999999999994,2892.0099999999984,canter,689,6.08,0.1,S,4.2,-5.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,307.11999999999995,2897.6199999999985,canter,686,5.61,0.11,R,8.7,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,307.62999999999994,2903.6999999999985,canter,716,6.08,0.1,R,8.3,-8.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,308.12999999999994,2909.7899999999986,canter,730,6.09,0.1,R,5.6,-7.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,308.64000000000016,2915.9899999999984,canter,729,6.2,0.1,S,4.3,-8.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,309.14000000000016,2922.0499999999984,canter,727,6.06,0.11,R,5.3,-8.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,309.66000000000014,2928.1699999999983,canter,706,6.12,0.11,R,6.1,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,310.1900000000001,2934.5299999999984,canter,721,6.36,0.11,R,5.9,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,310.6900000000001,2940.729999999998,canter,744,6.2,0.11,R,5.3,-8.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,311.2200000000001,2947.139999999998,canter,726,6.41,0.12,R,6,-7.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,311.75000000000006,2953.389999999998,canter,708,6.25,0.12,R,4,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,312.25000000000006,2959.199999999998,canter,698,5.81,0.12,S,5.6,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,312.8,2965.309999999998,canter,667,6.11,0.14,R,5.9,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,313.3,2970.509999999998,canter,624,5.2,0.14,R,6.4,-7.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,313.86999999999995,2976.469999999998,canter,627,5.96,0.15,S,3,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,314.37999999999994,2981.789999999998,canter,626,5.32,0.13,S,3,-10,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,314.90000000000015,2987.029999999998,canter,604,5.24,0.13,R,4.5,-8.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,315.4500000000001,2992.659999999998,canter,615,5.63,0.14,R,6.8,-7.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,315.9500000000001,2997.9399999999982,canter,633,5.28,0.11,R,5.9,-9.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,316.4800000000001,3003.429999999998,canter,622,5.49,0.15,R,6.8,-9.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,317.06,3009.429999999998,canter,621,6,0.18,R,9,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,317.60999999999996,3015.169999999998,canter,626,5.74,0.16,R,7.1,-8.9,NA
